,timestamp,rpm,motor_voltage,motor_current,motor_temp,inlet_temp,days_to_failure,accumulated_warnings,accumulated_errors
13,2004-10-24 19:36:07.695409175,966.6412822404686,157.00656803352751,15.208274728121214,31.226800972518745,25.157416216374234,168.97222222222223,0,0
15,2004-10-24 19:56:47.879667319,1020.616749917862,181.30512979906726,24.480112808184323,54.985860055813035,32.555006014182375,168.95763888888888,0,0
16,2004-10-24 20:05:08.153580710,1041.3755567053286,187.4704253080701,26.60790740746077,56.71450299109768,29.20611928569356,168.95208333333332,0,0
18,2004-10-24 20:27:41.739142885,1029.0745772860364,227.2066838758271,29.22049940730687,73.89031642375049,32.460577383879816,168.9361111111111,0,0
19,2004-10-24 20:37:35.869314753,969.0089527990212,225.1812334558091,30.372402404769375,84.6078581454878,34.202155054027074,168.92916666666667,0,0
21,2004-10-24 20:56:56.950027368,1065.511081446454,228.9504447159031,33.47408372175622,96.69213380088064,49.177132196176174,168.91597222222222,0,0
22,2004-10-24 21:05:17.351103435,1109.9240319955677,210.66852482604838,30.655616527199,95.73782417304287,45.99552521655421,168.91041666666666,0,0
23,2004-10-24 21:17:06.928709631,950.8755445644556,226.89743097935292,33.422021059210955,101.35096467151202,40.659914149049726,168.90208333333334,0,0
24,2004-10-24 21:25:47.629089912,1107.4356036824076,226.6015426351152,33.57969806292884,103.47614863230754,43.09302363499215,168.89583333333334,0,0
25,2004-10-24 21:36:17.453921063,1125.4502290699734,234.85098227407425,32.056636468389115,105.2931797211184,46.86828865557006,168.88888888888889,0,0
26,2004-10-24 21:46:38.459383458,1005.8940921013558,221.6382149985876,32.91448755445606,93.74227183443928,48.55871085105785,168.88125,0,0
27,2004-10-24 21:57:59.470322780,1071.465172321203,225.88427970006802,31.33750701983068,99.70488817806273,54.10903146216466,168.8736111111111,0,0
28,2004-10-24 22:04:07.761968185,1108.3314914938542,230.06549221748668,31.871852673107533,111.13772167165865,39.39719047242653,168.86944444444444,0,0
29,2004-10-24 22:16:49.854857942,1026.2466530119486,239.81543048305141,31.325264818522648,103.60030140343176,55.71144928938779,168.86041666666668,0,0
30,2004-10-24 22:26:17.591239827,1132.0380732242752,246.02451543465583,31.87148852526048,104.96325341826252,52.19395930676594,168.85416666666666,0,0
31,2004-10-24 22:34:51.057616515,1049.3392970874243,231.1532609992266,30.40514290774975,102.99918163475776,54.434148495048845,168.84791666666666,0,0
32,2004-10-24 22:45:39.573218756,1023.6296900595952,230.11504836867115,34.34500914735338,108.526874342705,67.24371644458519,168.84027777777777,0,0
33,2004-10-24 22:55:01.190397943,1051.329880505222,214.52018406896642,32.04698764840593,112.44814111139786,50.78309592092419,168.83402777777778,0,0
34,2004-10-24 23:05:58.735394944,1043.7275077689405,233.57431937679897,31.645079924595024,106.13516595781091,56.525922831830854,168.82638888888889,0,0
35,2004-10-24 23:17:13.818442806,1055.200963365802,236.79940804227996,30.39995007629589,107.18584301469879,55.5413613278741,168.81875,0,0
36,2004-10-24 23:26:32.937237972,1028.0899782350862,229.54842499848914,31.103608530780892,111.03064578080485,58.39116638596502,168.81180555555557,0,0
37,2004-10-24 23:36:20.662676428,1029.2190974819114,229.45572072821983,31.54121918551485,98.75800730049288,53.36495403581574,168.80555555555554,0,0
38,2004-10-24 23:46:34.686021071,1112.5830937900564,243.40446025941415,30.06656813688499,109.93715017580921,55.77803951170561,168.79791666666668,0,0
39,2004-10-24 23:56:18.361012258,1066.2517470132918,226.66592398509442,33.20790492390315,106.83804227560108,49.38968406083374,168.79166666666666,0,0
40,2004-10-25 00:03:27.691489084,966.6529247284643,230.91805882636444,30.73983817054945,107.18813409309149,55.148466343120965,168.78680555555556,0,0
