,timestamp,rpm,motor_voltage,motor_current,motor_temp,inlet_temp,hours_to_failure,accumulated_warnings,accumulated_errors
33,2003-05-18 01:21:45.577143330,1002.3916160848233,147.94833073003568,14.598519361709688,40.6149434827415,36.84387773549434,44.924305555555556,0,0
34,2003-05-18 01:31:50.641385054,1008.9739978559187,158.37769645755978,18.405598606662764,43.602231363184224,27.655316595789927,44.91736111111111,0,0
35,2003-05-18 01:41:28.942684812,1054.0738733335907,179.22048565306534,21.0678597701906,51.02509398664653,32.40778363841384,44.91041666666667,0,0
36,2003-05-18 01:52:11.155044799,1016.0013617159233,191.77698747358883,26.089837561187768,65.80031968497471,26.89801656412909,44.90277777777778,0,0
38,2003-05-18 02:10:42.840589679,1166.1825795791938,205.4438501824292,29.127978171858288,81.92010119437627,44.02258507853697,44.890277777777776,0,0
39,2003-05-18 02:21:10.552843834,1106.054202091283,213.91444474506758,30.575766494577238,77.42600958659919,36.74376023843226,44.88263888888889,0,0
88,2003-05-18 10:31:31.624703833,1046.5626636940958,153.0860556436281,18.272066380616984,32.626442074273136,29.667578328333555,44.54236111111111,0,0
89,2003-05-18 10:41:46.994791550,1077.3989882714577,183.30485267058214,21.27351790894333,48.865858535864646,32.19074501563512,44.53541666666667,0,0
90,2003-05-18 10:51:20.604518374,958.746182566758,198.4119105853425,25.617470147910627,58.58614633425514,27.41419762858397,44.52847222222222,0,0
92,2003-05-18 11:13:50.761365334,998.8922796757208,212.7289521271704,30.48299052593834,68.91531487218515,31.201863899543266,44.513194444444444,0,0
93,2003-05-18 11:21:58.796437709,1083.620929428456,220.03725142609485,30.47244073063648,83.55526607518794,28.789975973213053,44.50694444444444,0,0
94,2003-05-18 11:31:29.022122807,1016.6933116016941,232.82122751215653,29.01521018361845,78.88751890535161,39.287608654884245,44.50069444444444,0,0
95,2003-05-18 11:41:24.085007805,1032.6667336984654,213.55959058046398,29.602544187232393,84.78251005708688,36.714268167645116,44.49375,0,0
96,2003-05-18 11:50:31.354105055,1071.15036507705,203.2693568768952,30.05661149871525,88.43438181976408,29.25550007921001,44.4875,0,0
97,2003-05-18 12:00:04.311082194,1215.3196422215535,240.899394796319,29.81057506475618,87.31083277235314,34.2156853625225,44.480555555555554,0,0
98,2003-05-18 12:13:19.991093426,988.247021416524,219.4199081736187,28.70853651644033,88.58503891709805,39.30756537721385,44.47152777777778,0,0
99,2003-05-18 12:22:43.136417758,1059.4811127423836,229.12269565677929,28.97123181922363,100.57528835445692,47.65533324620759,44.46527777777778,0,0
100,2003-05-18 12:31:37.003380082,1072.845089622539,212.24522746412086,29.661592943552066,101.82976321739227,52.29333055336726,44.45902777777778,0,0
101,2003-05-18 12:40:52.634225204,1043.8555086171416,223.3199271357523,30.4975253407572,92.02590462503744,45.43485756736219,44.452777777777776,0,0
102,2003-05-18 12:51:26.717043591,1045.6062588771522,211.8406628341148,29.49687469531549,87.11850071566273,33.38779056430091,44.44513888888889,0,0
103,2003-05-18 13:01:20.973749202,1033.0783828503995,219.6156482967961,31.180454009188928,102.62276799419192,47.37224671215385,44.43819444444444,0,0
104,2003-05-18 13:11:23.097932411,995.4697180204622,208.95460781473042,31.104361208154412,88.34037139546416,48.136753501303815,44.43125,0,0
105,2003-05-18 13:22:46.444406549,1026.0883719959133,213.2376770373421,31.651728415291323,101.89175163899723,49.43425717931815,44.423611111111114,0,0
106,2003-05-18 13:32:16.417606586,1054.0435447435334,229.19060645655705,30.944292282464083,98.37379749117252,48.090863425870715,44.416666666666664,0,0
107,2003-05-18 13:41:22.450868851,1032.1489024070686,230.67255170955787,30.473105066385887,99.68582800313291,51.457190652056944,44.41041666666667,0,0
108,2003-05-18 13:53:44.333331893,916.4653345040928,231.105682926672,30.9795681143296,100.97132745099024,51.379540042975655,44.40208333333333,0,0
109,2003-05-18 14:01:22.851863539,1073.3439262324127,226.50420068111583,30.11054651918302,111.07039940830595,54.537735560044744,44.39652777777778,0,0
110,2003-05-18 14:13:13.054043155,1116.8859871343843,216.06573768083973,29.28174491775377,104.74218399827451,57.8576671436135,44.388194444444444,0,0
111,2003-05-18 14:20:56.361735607,1126.1461186177926,216.4466342670776,31.00493463359497,102.85683060768874,51.101804431580774,44.38263888888889,0,0
112,2003-05-18 14:32:33.349306995,1035.7071393465114,221.65437478895348,31.05690343372591,97.08450927484071,48.912181374828755,44.375,0,0
113,2003-05-18 14:39:40.753870425,1091.749305376036,217.06323306070718,30.004719191788173,107.315574907376,52.23078332719772,44.37013888888889,0,0
114,2003-05-18 14:50:48.566521899,978.7583223586688,239.01513718541767,29.63327821219481,106.77001465396404,57.799115613161106,44.3625,0,0
115,2003-05-18 15:01:58.477371807,1146.0794937474047,250.5639583300284,30.02397441016341,113.90646367432801,59.040288751422395,44.354166666666664,0,0
116,2003-05-18 15:12:15.028854302,1055.87290728025,218.2939504481596,32.429200380159656,107.76924052263722,56.04551494612294,44.34722222222222,0,0
117,2003-05-18 15:21:04.942395146,1033.3228052846746,224.96423003948692,30.894404822473124,111.97564423732656,61.28956963595575,44.34097222222222,0,0
