,timestamp,rpm,motor_voltage,motor_current,motor_temp,inlet_temp,days_to_failure,accumulated_warnings,accumulated_errors
27,2004-03-01 23:45:00.846791292,1005.4056057155929,225.01929905789737,26.577700508769546,78.58590342128845,39.745668671794036,46.13333333333333,0,0
29,2004-03-02 00:05:58.244436435,1124.4639873877497,214.24237748734174,30.43326923652869,82.10999501955145,37.622570844374025,46.11875,0,0
30,2004-03-02 00:18:13.122265689,997.7992578251303,221.33959499050118,31.62995224762307,100.5174755356777,43.469889213142174,46.110416666666666,0,0
31,2004-03-02 00:23:38.809593906,1048.3869647445044,209.82700860175163,31.385037469417615,93.43083490404244,43.28243592245011,46.10625,0,0
32,2004-03-02 00:38:24.521360173,1048.8559483673812,238.69571789408408,31.64690731421092,89.54673267858792,37.50056236231731,46.09583333333333,0,0
33,2004-03-02 00:46:38.965557988,1133.5394931187045,226.01343845907002,31.617354884491462,93.56751641416193,37.00143679370921,46.09027777777778,0,0
34,2004-03-02 00:55:57.759077837,1022.4869730675952,207.51668071312253,31.52346822571031,101.46963640803276,51.956440243555356,46.08402777777778,0,0
35,2004-03-02 01:07:25.034534921,1022.9295930691884,213.96111057279305,32.20140223155048,107.76246923551979,49.784765062735396,46.075694444444444,0,0
36,2004-03-02 01:18:08.281566918,1106.7288931167586,248.87476958508842,31.2280270056632,99.72734332273536,45.6640848514292,46.06875,0,0
37,2004-03-02 01:27:08.319738739,1049.7211131567838,220.4738277313141,31.04923677413095,98.40356631498754,51.71868466792824,46.0625,0,0
39,2004-03-02 01:45:14.198397957,1124.0348706525808,224.60941486059428,30.49809514770387,98.3021144026356,57.37992198046764,46.05,0,0
40,2004-03-02 01:55:26.995394287,1050.2546622803932,220.47313477388272,30.86115012678988,105.88341865794823,66.06919377347202,46.04236111111111,0,0
41,2004-03-02 02:05:12.256050747,1012.1132069648396,218.48604747189964,31.398597248589486,109.70519176562428,57.33315285049422,46.03611111111111,0,0
42,2004-03-02 02:17:20.027394749,1097.587684044691,211.53150566000562,31.563437181286467,95.12174851671172,54.80702412657858,46.02708333333333,0,0
43,2004-03-02 02:28:39.268906377,1118.0812471677457,242.69333188141914,31.604195683716803,109.77612779965116,51.524944211205494,46.019444444444446,0,0
44,2004-03-02 02:37:11.854782708,1025.7363197803918,245.86788936179244,31.36494028365233,112.8514859724288,54.30049238069145,46.013888888888886,0,0
45,2004-03-02 02:47:44.614527760,1090.9234677955058,206.6079865594648,30.6812534793378,111.3478392841633,63.936308792231635,46.00625,0,0
46,2004-03-02 02:56:55.104916783,1000.1891664161496,241.7702534068813,29.76089210638275,98.59826366293484,53.55407770149025,46.0,0,0
47,2004-03-02 03:06:27.003903326,1030.0813753192253,247.1445158878736,29.59489007376892,107.94261901094471,67.04245971438147,45.99305555555556,0,0
48,2004-03-02 03:16:50.804921701,995.2421637919213,236.66863407470944,31.054668057431606,113.0420445565793,54.487577354682166,45.986111111111114,0,0
49,2004-03-02 03:28:13.878692939,1077.6687515908625,222.78160764791176,30.485501682411947,110.97641461144586,59.804713188668096,45.97847222222222,0,0
50,2004-03-02 03:38:32.602371945,1033.245174378339,216.64370783829025,30.893889548295398,108.62452097608644,52.47638433627388,45.97083333333333,0,0
51,2004-03-02 03:47:40.706550452,1080.189246524428,231.43530855715176,31.82868689346963,102.61067922247736,59.41571380186907,45.96458333333333,0,0
52,2004-03-02 03:56:36.621510769,1025.8981249955903,226.89595045601848,31.223792641577692,101.04901668976058,53.81075121680078,45.958333333333336,0,0
