,timestamp,rpm,motor_voltage,motor_current,motor_temp,inlet_temp,hours_to_failure,accumulated_warnings,accumulated_errors
2,2003-07-06 14:58:10.606622795,1.5293947643011154,2.850693902440016,0.6358502476942685,9.893970766286428,4.356058076882524,9.894444444444444,0,0
3,2003-07-06 15:05:01.687097030,2.099054580953097,3.811047991871128,0.6706466573256744,11.489981534959293,5.591593543869592,9.889583333333333,0,0
4,2003-07-06 15:16:36.162606741,2.6434270867608127,5.3000355375717625,0.9241579681914338,13.803325219060893,7.716396201765736,9.881944444444445,0,0
5,2003-07-06 15:27:12.052976907,2.9942588629619378,5.74986368275871,1.2558539075962605,15.649570058408713,9.311902045184867,9.874305555555555,0,0
6,2003-07-06 15:35:39.363143945,3.134803443488841,6.061488135104634,1.2944226621951351,16.782486096765435,10.607386984869908,9.868055555555555,0,0
7,2003-07-06 15:45:49.605102333,3.234972264711447,6.658763396929213,1.3307130409008632,18.21416613834954,11.735677317075567,9.86111111111111,0,0
9,2003-07-06 16:06:57.706984119,3.329406340670509,6.859388400298163,1.5294123443914436,20.885215867208466,14.355021331552367,9.846527777777778,0,0
10,2003-07-06 16:14:49.849069812,3.425866793453371,6.974292772654836,1.3538788277192453,21.655473403726724,15.195413161988855,9.840972222222222,0,0
11,2003-07-06 16:26:48.652858152,3.325485974043209,6.778794500056358,1.6256713427411469,22.8124285247688,16.40674507274502,9.832638888888889,0,0
12,2003-07-06 16:36:26.227665837,3.5860429330438475,6.972907119518527,1.2601170156613666,23.720033324623646,17.221498701728652,9.82638888888889,0,0
13,2003-07-06 16:45:49.369881869,3.363590363684107,6.8973892700737,1.49271333612757,24.41506814574677,17.909334474872555,9.819444444444445,0,0
14,2003-07-06 16:55:17.256896113,3.5812017585531235,6.841349200336128,1.321541536921429,25.020487516020165,18.64127095146229,9.813194444444445,0,0
15,2003-07-06 17:04:54.244295566,3.4231134946560258,6.723873403323956,1.4329452310032762,25.65817654752076,19.38671011736552,9.80625,0,0
16,2003-07-06 17:16:08.886601440,3.3975512903599934,6.8133519679804175,1.3801334817378923,26.24791121805998,19.843778715648707,9.79861111111111,0,0
17,2003-07-06 17:25:22.437800976,3.172499485221347,6.771305159635439,1.3975353936765278,26.87299574266428,20.339093572948073,9.792361111111111,0,0
18,2003-07-06 17:36:43.142399835,3.3865530189015787,6.682836359467133,1.3387738314134423,27.131146420404555,20.77095020162306,9.784027777777778,0,0
20,2003-07-06 17:56:11.367730952,3.2513099430609613,6.467891667505566,1.2464788872471515,27.997169541489946,21.599294439669713,9.770833333333334,0,0
21,2003-07-06 18:05:22.522693415,3.3198959318238748,6.623335675283215,1.3711918755742891,28.26510138958204,21.89175458346228,9.764583333333333,0,0
22,2003-07-06 18:12:45.768675578,3.1327787631905317,6.4963563951290695,1.3768406609952542,28.50799860756025,22.186354024781064,9.759027777777778,0,0
23,2003-07-06 18:27:26.812700911,3.2012731892320763,6.309985499261331,1.3198759479904785,28.80664472184285,22.359889046080323,9.749305555555555,0,0
24,2003-07-06 18:36:47.874525613,3.145564667778145,6.1351051078263295,1.3219579738260772,29.038811402375213,22.5217122851368,9.74236111111111,0,0
25,2003-07-06 18:44:58.997239041,3.159116201256718,6.281614299268094,1.2650415197238112,29.16992313539279,22.83586316027349,9.736805555555556,0,0
26,2003-07-06 18:54:47.214161000,2.899136798461325,6.140554191157311,1.3026772043777666,29.199621375785785,22.99008213239427,9.729861111111111,0,0
27,2003-07-06 19:05:02.363306429,2.8728124156727146,5.981951517115989,1.1150998367911318,29.40466276252933,23.18199040771605,9.722916666666666,0,0
28,2003-07-06 19:16:28.804445159,2.9593586821813065,5.99553620355924,1.248486365106268,29.45578721615355,23.088449646169238,9.715277777777779,0,0
29,2003-07-06 19:26:12.495472493,3.0080298929493905,6.004945762238666,1.2082270316765582,29.451054898139358,23.348008678089624,9.708333333333334,0,0
30,2003-07-06 19:35:42.451894582,2.9420963833438183,5.768710067727723,1.127756029563862,29.503548462318808,23.367838255041967,9.70138888888889,0,0
31,2003-07-06 19:44:22.150452757,2.9711806105861647,5.685984042592441,1.076030222814188,29.65880356230505,23.30920964690896,9.695833333333333,0,0
32,2003-07-06 19:55:17.470346189,2.7759286639974428,5.562839874891074,1.45620532280708,29.480820806732048,23.263066156514334,9.688194444444445,0,0
33,2003-07-06 20:04:34.816638092,982.628665271492,147.76422950068502,13.951964710347536,38.259972822317344,26.058574263548387,9.681944444444444,0,0
